en_form,domain,en_sense,de_aligned_forms,de_aligned_counts,example_en_sentence,example_de_sentence,n_instances,total_en_form_instances_in_domain,pct_of_form_in_domain
important,Phi,Judgement,"wichtig, wichtigsten","wichtig:1, wichtigsten:1",And I think it 's really important .,Und ich denke das ist wirklich wichtig .,2,6,0.3333
important,Phi,Appreciation,wichtig,wichtig:4,"In fact , this idea of resurrecting the whole idea is so important that I began to think about what happens with old technology .","In der Tat ist diese Idee der Wiederauferstehung der ganzen Idee so wichtig , dass ich anfing , nachzudenken , was mit alter Technik passiert .",4,6,0.6667
interested,Phi,Affect,"interessiert, Heute, interesse, interessieren","interessiert:2, Heute:1, interesse:1, interessieren:1",But I was interested in another definition of technology .,Aber ich habe mich für eine andere Technikdefinition interessiert .,5,6,0.8333
interested,Phi,Judgement,,,,,0,6,0.0
interested,Phi,Appreciation,interessieren,interessieren:1,"The second reason is that when people do get interested in it , as I think they should , they tend to say the most appalling things .","Zweitens : Wenn Leute sich dafür interessieren ‒ und das sollten sie auch ‒ neigen sie dazu , entsetzliche Dinge zu sagen .",1,6,0.1667
obvious,Phi,Affect,",",",:1","It seems to me , therefore , patently obvious that we can no more respect and tolerate vast differences in notions of human well - being than we can respect or tolerate vast differences in the notions about how disease spreads , or in the safety standards of buildings and airplanes .","Ich denke daher , es liegt auf der Hand , dass wir nicht mehr Respekt und Toleranz gegenüber enormen Unterschieden in der Wahrnehmung menschlichen Wohlbefindens zeigen können , genau wie wir enorme Unterschiede in der Ansicht wie sich Krankheiten verbreiten , nicht mehr respektieren oder tolerieren können , oder in den Sicherheitsstandards von Gebäuden und Flugzeugen .",1,4,0.25
obvious,Phi,Judgement,offensichtlich,offensichtlich:1,"There 's a sense in which it 's obvious , and yet , let me tell you a little story .","Man hat ein Gefühl , dass dies offensichtlich ist aber ich werde trotzdem eine kleine Geschichte erzählen .",1,4,0.25
obvious,Phi,Appreciation,"nahe, offensichtlich","nahe:1, offensichtlich:1","Now , you may say , well , that 's obvious enough .","Jetzt , können Sie sagen , es ist nahe liegend genug .",2,4,0.5
right,Phi,Affect,richtig,richtig:1,"And we 've got to get them all right , because if we solve 11 , we fail to solve the 12th -- we 're in trouble .","Und wir müssen sie alle lösen , denn wenn wir 11 lösen , und das 12. nicht , dann sind wir in Schwierigkeiten .",2,19,0.1053
right,Phi,Judgement,"richtig, Recht, recht","richtig:4, Recht:1, recht:1","Barack Obama said , before he was inaugurated , "" We must ask not just ' Is it profitable ? ' but ' Is it right ? ' "" And when professions are demoralized , everyone in them becomes dependent on -- addicted to -- incentives and they stop asking "" Is it right ? ""","Barack Obama sagte , vor seiner Amtseinführung , Wir müssen nicht nur fragen ' Ist es profitabel ? ' sondern ' Ist es richtig ? ' Sobald Berufe demoralisiert sind wird jeder der diese ausübt abhängig von - und süchtig nach - Anreizen und es wird nicht mehr gefragt "" Ist es richtig ? """,7,19,0.3684
right,Phi,Appreciation,"richtig, stimmen, Ordnung, genau, recht","richtig:3, stimmen:2, Ordnung:1, genau:1, recht:1",That 's all right .,Es ist in Ordnung .,10,19,0.5263
special,Phi,Affect,,,,,0,4,0.0
special,Phi,Judgement,,,,,0,4,0.0
special,Phi,Appreciation,besonders,besonders:4,Nothingness is special .,Das Nichts ist besonders .,4,4,1.0
subjective,Phi,Affect,,,,,0,5,0.0
subjective,Phi,Judgement,subjektiv,subjektiv:1,"So the objection that you ca n't have an objective science of consciousness because it 's subjective and science is objective , that 's a pun .","Der Einspruch , dass es keine objektive Wissenschaft des Bewusstseins gäbe weil es subjektiv und Wissenschaft objektiv ist , ist ein Wortspiel .",1,5,0.2
subjective,Phi,Appreciation,"subjektiv, objektiv subjektiv, objektive","subjektiv:2, objektiv subjektiv:1, objektive:1","Science is objective , consciousness is subjective , therefore there can not be a science of consciousness .","Die Wissenschaft ist objektiv , das Bewusstsein ist subjektiv . Daher kann es keine Wissenschaft des Bewusstseins geben .",4,5,0.8
sure,Phi,Affect,"sicher, ,, sicherlich, wissen","sicher:5, ,:1, sicherlich:1, wissen:1",And I 'm not even sure we know what technology is .,"Und ich bin mir nicht mal sicher , ob wir wissen , was Technik ist .",9,9,1.0
sure,Phi,Judgement,,,,,0,9,0.0
sure,Phi,Appreciation,,,,,0,9,0.0
true,Phi,Affect,,,,,0,7,0.0
true,Phi,Judgement,wahr,wahr:1,"It 's a pious hope , I wish it were true , but I think the other day he admitted to me it 's really an ugly universe .","Es ist ein frommer Wunsch und ich wünschte , es wäre wahr , aber ich denke , dass er mir letztens gestanden hat , dass es ein wirklich hässliches Universum ist .",1,7,0.1429
true,Phi,Appreciation,"wahr, falsch, gilt","wahr:4, falsch:1, gilt:1","Every single thing that we can think of -- and if you heard Olivia 's talk about the sexual habits , you 'll realize that there is n't anything we can say that 's true for all life , because every single one of them is hacking something about it .","Jede einzelne Sache , die wir uns vorstellen können -- und sie haben Olivias Talk über das Sexualverhalten gehört , sie werden merken , dass es nichts gibt , was für das gesamte Leben gilt , weil jeder Einzelne von ihnen etwas darin hackt .",6,7,0.8571
worried,Phi,Affect,besorgt,besorgt:1,That 's not what I 'm really worried about .,Dies ist nicht was mich wirklich besorgt .,1,4,0.25
worried,Phi,Judgement,"beunruhigt, sich falsch","beunruhigt:1, sich falsch:1",He was worried about right and wrong .,Er sorgte sich um richtig und falsch .,2,4,0.5
worried,Phi,Appreciation,sorgen,sorgen:1,"And she said , "" Your dad and I are really worried about you . ""","Sie sagte : "" Dein Vater und ich sorgen uns um dich . """,1,4,0.25
worse,Phi,Affect,,,,,0,5,0.0
worse,Phi,Judgement,schlimmer,schlimmer:2,It gets worse than that -- or perhaps better than that .,Es kommt noch schlimmer – oder vielleicht besser .,2,5,0.4
worse,Phi,Appreciation,"gewachsen, verschlimmert","gewachsen:1, verschlimmert:1","See -- most Americans believe that poverty has gotten worse since we were children , since they saw that vision .","Sehen Sie -- die meisten Amerikaner glauben , dass die Armut zunahm , seit wir Kinder waren und Sie dieses Bild gesehen haben .",3,5,0.6
worth,Phi,Affect,,,,,0,8,0.0
worth,Phi,Judgement,,,""" Maybe on paper our company is worth less to Wall Street , but I can tell you it 's worth more .","Vielleicht ist unsere Firma an der Wall Street wertlos , aber ich kann euch sagen , sie ist sehr viel mehr wert .",1,8,0.125
worth,Phi,Appreciation,"Wert, berücksichtigt, es, lohnt, wert, wertlos","Wert:2, berücksichtigt:1, es:1, lohnt:1, wert:1, wertlos:1","But when we think about justice , Aristotle says , what we really need to think about is the essential nature of the activity in question and the qualities that are worth honoring and admiring and recognizing .","Aber , wenn wir an die Gerechtigkeit denken , sagt Aristoteles , das worüber wir nachzudenken müssen , ist der eigentliche Charakter der fraglichen Aktivität und Qualitäten , die es Wert sind , dass man sie honoriert , bewundert und anerkennt .",7,8,0.875
worthy,Phi,Affect,,,,,0,4,0.0
worthy,Phi,Judgement,,,,,0,4,0.0
worthy,Phi,Appreciation,"wert, versuchen","wert:3, versuchen:1","Because what was at stake in the dispute over the golf cart was not only the essential nature of golf , but , relatedly , the question : What abilities are worthy of honor and recognition as athletic talents ?","Weil , was in dem Disput über den Golfwagen war , Weil , was in dem Disput über den Golfwagen war , das war nicht nur der wesentliche Charakter des Golfspiels , sondern sein Bezug zu der Frage welche Fähigkeiten es wert sind , welche Fähigkeiten es wert sind , dass man sie honoriert und als sportliche Talente anerkennt ?",4,4,1.0
wrong,Phi,Affect,falsch,falsch:2,Do n't get me wrong .,Versteht mich nicht falsch .,2,12,0.1667
wrong,Phi,Judgement,falsch,falsch:3,"So , for instance , if it 's really wrong to lie , it must always be wrong to lie , and if you can find an exception , well then there 's no such thing as moral truth .","Also wenn es zu dem Beispiel falsch ist , zu lügen , dann muss es immer falsch sein , zu lügen , und wenn Sie eine Ausnahme finden , nun , dann gibt es so etwas wie moralische Wahrheit nicht .",3,12,0.25
wrong,Phi,Appreciation,"falsch, nicht","falsch:5, nicht:1","When things go wrong , as of course they do , we reach for two tools to try to fix them .","Wenn Dinge schief laufen , was sie logischerweise tun , greifen wir nach 2 Mitteln um diese zu korrigieren .",7,12,0.5833
able,Pol,Affect,"durchgesetzt, ernähren, geschafft, konnten, können","durchgesetzt:1, ernähren:1, geschafft:1, konnten:1, können:1","That is , we 're able to save it from a fate of deep - sea bottom trawling .","Wir haben es geschafft , ihn vor der Vernichtung durch Schleppnetzfischerei zu retten .",6,12,0.5
able,Pol,Judgement,möglich,möglich:1,"You can invite people in , but they have to be able to play by the rules .","Man kann Andere einladen , aber sie müssen sich an die Regeln halten .",2,12,0.1667
able,Pol,Appreciation,",, Möglichkeit, der",",:1, Möglichkeit:1, der:1","Instead , they just make me green with envy that my colleague from IUCN was able to go on this journey to the south of Madagascar seamounts to actually take photographs and to see these wondrous creatures of the deep .","Ich dagegen beneide meinen Kollegen von der IUCN , der diese Reise zu dem Süden der Seamounts von Madagascar machen konnte um dort selbst zu fotografieren und diese wunderlichen Wesen der Tiefe zu sehen .",4,12,0.3333
alive,Pol,Affect,Leben,Leben:1,"The expenditure of 3 billion dollars in refugee camps to try to keep , basically , the people who 've been displaced from their homes by the Sudanese government , by the so - called Janjaweed , the militia , to keep those people alive until something more durable can be achieved .","Die Auslage von 3 Mrd . Dollar an Flüchtlingslager , um die Menschen , die aus ihren Häusern vertrieben wurden von der Sudanesischen Regierung , der sogenannten Janjaweed , der Miliz , um diese Menschen an dem Leben zu erhalten bis etwas Beständigeres erreicht werden kann .",1,3,0.3333
alive,Pol,Judgement,,,,,0,3,0.0
alive,Pol,Appreciation,"Leben, lebt","Leben:1, lebt:1",I was taught that water is alive .,"Mir wurde beigebracht , dass Wasser lebt .",2,3,0.6667
available,Pol,Affect,,,,,0,4,0.0
available,Pol,Judgement,verfügbar,verfügbar:1,"Even if they know what they need to do , it 's not available .","Auch wenn sie wissen , was sie tun müssen , ist es nicht verfügbar für sie .",1,4,0.25
available,Pol,Appreciation,"verfügbar, erhältlich","verfügbar:2, erhältlich:1","So as a result , for 2 years , no test was available .","So kam es , dass zwei Jahre kein Test verfügbar war .",3,4,0.75
aware,Pol,Affect,"bewusst, erkenne, klar","bewusst:1, erkenne:1, klar:1",Well I find parents out on the front lines very aware their children are going down for the count .,"Ich finde Eltern an denFrontlinien , die sehr bewusst sind , dass ihre Kinder bei dieser Rechnung den Kürzeren ziehen .",3,3,1.0
aware,Pol,Judgement,,,,,0,3,0.0
aware,Pol,Appreciation,,,,,0,3,0.0
better,Pol,Affect,verbesserten,verbesserten:1,"Productivity and service quality stayed the same or got better , and the trial was revenue - neutral .",Produktivität und Service - Qualität blieben gleich oder verbesserten sich und der Testlauf war Umsatz - neutral .,1,5,0.2
better,Pol,Judgement,"helfen, übertrumpfen","helfen:1, übertrumpfen:1","No big surprise , Obama could n't do better than Kerry there .","Also keine große Überraschung , dass Obama Kerry dort nicht übertrumpfen konnte .",2,5,0.4
better,Pol,Appreciation,besser,besser:1,"And then all the things we know a little better , the U.S .",Und die bekannten Einrichtungen :,2,5,0.4
big,Pol,Affect,,,,,0,3,0.0
big,Pol,Judgement,groß,groß:1,"So the harnessing by the Invisible College of the printing press to create the scientific journal was phenomenally important , but it did n't happen big , and it did n't happen quick , and it did n't happen fast , so if you 're going to look for where the change is happening , you have to look on the margins .","Also , der Einsatz der Druckerpresse durch die unsichtbare Akademie um ein Wissenschaftsmagazin zu erstellen war phänomenal wichtig , aber es geschah nicht in dem Großen und es geschah nicht schnell und es geschah nicht rasch , wenn Sie danach suchen , wann die Veränderung genau eintritt , dann müssen Sie an den Rändern suchen .",2,3,0.6667
big,Pol,Appreciation,groß,groß:1,Because the world is big .,Denn die Welt ist groß .,1,3,0.3333
bigger,Pol,Affect,,,,,0,4,0.0
bigger,Pol,Judgement,größer,größer:2,It 's bigger than the anti - apartheid movement .,Es ist größer als die Anti - Apartheid - Bewegung .,2,4,0.5
bigger,Pol,Appreciation,"Größeres, größer","Größeres:1, größer:1","We were n't really interested in that kind of case , and we thought this case was much bigger than that .","So eine Art Klage interessierte uns nicht . Wir dachten , unsere Klage war etwas viel Größeres .",2,4,0.5
clear,Pol,Affect,betonen,betonen:1,"And I want to be clear to mention that this open government revolution is not about privatizing government , because in many cases what it can do when we have the will to do so is to deliver more progressive and better policy than the regulations and the legislative and litigation - oriented strategies by which we make policy today .","Und ich möchte betonen , dass diese "" Open Government "" - Revolution nicht die Regierung privatisieren möchte , denn in vielen Fällen kann diese Initiative , wenn wir dies so wollen , eine progressivere und bessere politische Strategie schaffen , als die Regulierungen und die an Gesetzen und Rechtsstreitigkeiten orientierten Strategien , mit denen wir heute den politischen Prozess bedienen .",1,4,0.25
clear,Pol,Judgement,klar,klar:1,"Turns out that the Supreme Court has made clear through a long line of cases , that certain things are not patent eligible .","Der Oberste Gerichtshof hat in vielen Fällen klar festgehalten , dass bestimmte Dinge nicht patentierbar sind .",1,4,0.25
clear,Pol,Appreciation,"deutlich frei, klar","deutlich frei:1, klar:1",His point of view on this was very clear .,Sein Standpunkt zu diesem Thema war sehr klar .,2,4,0.5
different,Pol,Affect,,,,,0,4,0.0
different,Pol,Judgement,,,,,0,4,0.0
different,Pol,Appreciation,"anders, unterscheidet, unterschiedlich","anders:2, unterscheidet:1, unterschiedlich:1",This country is very different today than it was 40 years ago .,Dieses Land ist anders als vor 40 Jahren .,4,4,1.0
good,Pol,Affect,,,,,0,8,0.0
good,Pol,Judgement,gut,gut:2,"I mean , our brief -- it was pretty good , but not this good .","Unser Text war gut , aber nicht so gut wie das .",2,8,0.25
good,Pol,Appreciation,"gut, gut ausgebildet","gut:5, gut ausgebildet:1","He claimed that because black people have lower lung capacity than whites , forced labor was good for them .","Er behauptete , da Schwarze eine geringere Lungenkapazität als Weiße hätten , sei Zwangsarbeit gut für sie .",6,8,0.75
great,Pol,Affect,gut,gut:1,"Sounds pretty great , but is it realistic ?","Klingt ziemlich gut , aber ist das realistisch ?",1,4,0.25
great,Pol,Judgement,,,,,0,4,0.0
great,Pol,Appreciation,"toll, wunderbar","toll:2, wunderbar:1",Now that process feels great . It feels really satisfying .,Dieser Prozess fühlt sich toll und befriedigend an .,3,4,0.75
important,Pol,Affect,"so wichtig, wichtig","so wichtig:1, wichtig:1","But what makes the Ross Sea important is the vast sea of pack ice that in the spring and summer provides a wealth of phytoplankton and krill that supports what , till recently , has been a virtually intact near - shore ecosystem .","Aber was das Rossmeer so wichtig macht , ist die weite Packeisfläche die in dem Frühling und Sommer mit einer Fülle von Phytoplankton und Krill nährt , was noch bis vor kurzem ein nahezu intaktes küstennahes Ökosystem war .",2,11,0.1818
important,Pol,Judgement,wichtig,wichtig:2,"That 's why all of this that you 're going through -- the ups and the downs , the teachers that you love and the teachers that you do n't -- why it 's so important .","Deshalb ist alles , was ihr jetzt durchmacht – die Höhen und Tiefen , die beliebten und die weniger beliebten Lehrer – , deshalb ist das so wichtig .",2,11,0.1818
important,Pol,Appreciation,"wichtig, wichtige, immer","wichtig:4, wichtige:2, immer:1",And that 's important to keep in mind .,Daran müssen wir immer denken .,7,11,0.6364
interesting,Pol,Affect,,,,,0,4,0.0
interesting,Pol,Judgement,interessant,interessant:2,It 's interesting to me .,Ich finde das interessant .,2,4,0.5
interesting,Pol,Appreciation,"interessant, richtig","interessant:1, richtig:1",And here things got really interesting .,Da wurde es richtig spannend .,2,4,0.5
likely,Pol,Affect,,,,,0,4,0.0
likely,Pol,Judgement,,,,,0,4,0.0
likely,Pol,Appreciation,hoch,hoch:2,"Black and Latino patients are twice as likely to receive no pain medication as whites for the same painful long bone fractures because of stereotypes that black and brown people feel less pain , exaggerate their pain , and are predisposed to drug addiction .","Die Wahrscheinlichkeit ist doppelt so hoch für schwarze und lateinamerikanische , verglichen mit weißen Patienten , keine Schmerzmittel zu erhalten , für die gleichen , langen und schmerzhaften Knochenbrüche . Der Grund sind Stereotypen , die besagen , dass Schwarze und Dunkelhäutige weniger Schmerz fühlen , ihre Empfindlichkeit hochspielen und anfällig für Drogensucht sind .",4,4,1.0
old,Pol,Affect,"alt, neun","alt:2, neun:1","And I remember , when I was about eight or nine years old , waking up one morning , going into the living room , and all of my cousins were running around .","Ich muss 8 oder 9 gewesen sein , da wachte ich morgens auf und ging in das Wohnzimmer . Alle meine Cousins liefen herum .",4,4,1.0
old,Pol,Judgement,,,,,0,4,0.0
old,Pol,Appreciation,,,,,0,4,0.0
predictable,Pol,Affect,,,,,0,4,0.0
predictable,Pol,Judgement,,,,,0,4,0.0
predictable,Pol,Appreciation,"vorhersagbar, irgendwie, vorhersagbar gestaltbar","vorhersagbar:2, irgendwie:1, vorhersagbar gestaltbar:1",Is racism predictable in some way ?,Kann man Rassismus irgendwie voraussagen ?,4,4,1.0
right,Pol,Affect,,,"Most of them agreed that we were right as a matter of policy , and , at least in theory , as a matter of law .","Die meisten gaben uns in dem Grunde recht , zumindest theoretisch auch rechtlich .",2,4,0.5
right,Pol,Judgement,,,"I think that 's wrong , but -- I think it 's right for argumentation .","Ich denke , das ist falsch , aber – ich denke , dass es für das Streiten stimmt .",1,4,0.25
right,Pol,Appreciation,stimmen,stimmen:1,"That ca n't be right . ""","Das kann nicht stimmen . """,1,4,0.25
sure,Pol,Affect,"sicher, dass, sicherstellen","sicher:2, dass:1, sicherstellen:1",I was n't quite sure how to answer the question .,"Ich war nicht sicher , wie ich antworten sollte .",5,6,0.8333
sure,Pol,Judgement,,,,,0,6,0.0
sure,Pol,Appreciation,,,And it wo n't be easy -- that 's for sure .,Und es wird nicht leicht .,1,6,0.1667
true,Pol,Affect,,,,,0,5,0.0
true,Pol,Judgement,"für, galt","für:1, galt:1","But I knew that epidemics emerge along the fissures of our society , reflecting not only biology , but more importantly patterns of marginalization , exclusion , discrimination related to race , gender , sexuality , class and more . It was true of AIDS .","Aber ich wusste , dass Seuchen entlang der Risse unserer Gesellschaft auftreten , die nicht nur biologische Anteile spiegeln , sondern , viel wichtiger , die Muster der Benachteiligung , der Ausgrenzung , der Ungleichbehandlung in Verbindung mit Rasse , Geschlecht , Sexualität , Klasse u.a . Das galt für AIDS .",2,5,0.4
true,Pol,Appreciation,wahr,wahr:2,That is true .,Das ist wahr .,3,5,0.6
wrong,Pol,Affect,,,,,0,5,0.0
wrong,Pol,Judgement,falsch,falsch:1,What they got exactly wrong was what happens next .,"Was sie genau falsch verstanden , war , was als Nächstes passiert .",1,5,0.2
wrong,Pol,Appreciation,"nicht, denn, falsch","nicht:2, denn:1, falsch:1","And then my brother stared at me and said , "" What 's wrong with you ?","Mein Bruder starrte mich an . Er sagte : "" Was ist denn los mit dir ?",4,5,0.8
able,Psy,Affect,"möglich, unmöglich","möglich:1, unmöglich:1","Working with the Oakland Police Department in California , I and a number of my colleagues were able to help the department to reduce the number of stops they made of people who were not committing any serious crimes .","In Zusammenarbeit mit der Polizeibehörde von Oakland in Kalifornien war es mir und einigen meiner Kolleg( innen ) möglich , der Behörde zu helfen , die Anzahl ihrer Stopps zu verringern , wegen Leuten , die keinerlei Straftaten begingen .",2,7,0.2857
able,Psy,Judgement,"gelang, kann","gelang:1, kann:1","Now , to be sure , China and the US have very , very different systems of government , which affects what they 're able to do or not .","Nun , zu der Klarstellung , China und die USA haben gänzlich andere Regierungssysteme , die bestimmen , was getan werden kann und was nicht .",2,7,0.2857
able,Psy,Appreciation,fähig,fähig:1,"Real security is not only being able to tolerate mystery , complexity , ambiguity , but hungering for them and only trusting a situation when they are present .","Echte Sicherheit ist nicht nur fähig zu sein Rätselhaftigkeit , Komplexität , Zweideutigkeit zu tolerieren sondern danach zu hungern und nur einer Situation zu trauen wenn diese vorhanden sind .",3,7,0.4286
afraid,Psy,Affect,"Angst, schlaumachen Angst","Angst:3, schlaumachen Angst:1","And it 's because as we seek information , we increase our power to do something about the things that we 're afraid of .","Denn wenn wir uns schlaumachen , können wir Dinge besser angehen , vor denen wir Angst haben .",4,5,0.8
afraid,Psy,Judgement,,,,,0,5,0.0
afraid,Psy,Appreciation,Angst versagen,Angst versagen:1,Because very few people here are afraid to fail .,"Weil sehr wenige Leute hier Angst haben , zu versagen .",1,5,0.2
amazing,Psy,Affect,fantastisch,fantastisch:1,"I find this amazing , that your stress response has a built - in mechanism for stress resilience , and that mechanism is human connection .","Ich finde das fantastisch , dass Ihre Stressantwort einen eingebauten Mechanismus für die Belastbarkeit durch Stress hat und dieser Mechanismus menschliche Verbindungen sind .",1,6,0.1667
amazing,Psy,Judgement,"Verblüffend, super aus","Verblüffend:1, super aus:1",I happen to think she looks amazing in brighter colors .,"Ich finde , in hellen Farben sieht sie super aus .",2,6,0.3333
amazing,Psy,Appreciation,erstaunlich,erstaunlich:3,"Like buying Beijing real estate , or like being more open about the fact that they need to change direction , and in fact , the pace of change in China is absolutely amazing .","Wie zu dem Beispiel eine Immobilie in Peking zu kaufen oder offener dafür zu sein , dass die Richtung geändert werden muss . In der Tat ist das Tempo der Veränderungen in China absolut erstaunlich .",3,6,0.5
angry,Psy,Affect,"wütend, Ärger, ärgern","wütend:5, Ärger:1, ärgern:1","We get angry in situations that are unpleasant , that feel unfair , where our goals are blocked , that could have been avoided , and that leave us feeling powerless .","Wir werden in Situationen wütend , die unangenehm oder unfair sind , in denen unser Ziel versperrt ist oder die wir hätten vermeiden können und in denen wir hilflos sind .",7,7,1.0
angry,Psy,Judgement,,,,,0,7,0.0
angry,Psy,Appreciation,,,,,0,7,0.0
bad,Psy,Affect,schlecht,schlecht:1,"Do you need anything ? "" because I am so , so bad at signaling when I need someone 's help .","Brauchst du etwas ? “ Denn ich selbst kann es sehr schlecht vermitteln , wenn ich Hilfe brauche .",1,12,0.0833
bad,Psy,Judgement,schlecht,schlecht:2,So they 're bad at getting rid of all the interesting things that could tell them something and just looking at the thing that 's important .,"Sie sind also schlecht darin , sich von all den interessanten Dingen zu lösen , die ihnen etwas erzählen könnten , und sich nur auf das wichtige fokussieren .",2,12,0.1667
bad,Psy,Appreciation,"schlecht, negative, schädlich","schlecht:6, negative:1, schädlich:1","Shame is "" I am bad . ""","Scham ist "" Ich bin schlecht "" .",9,12,0.75
better,Psy,Affect,besser,besser:1,I want to make you better at stress .,"Ich möchte , dass Sie mit Stress besser werden .",1,10,0.1
better,Psy,Judgement,besser,besser:2,"But even at menstruation , they 're better than the average man .",Aber sogar während der Menstruation sind sie besser als der Durchschnittsmann .,2,10,0.2
better,Psy,Appreciation,"besser, Kleinen, dadurch besser","besser:5, Kleinen:1, dadurch besser:1",It is not the man who sits and points out how the doer of deeds could have done things better and how he falls and stumbles .,"Es ist nicht der Mann , der dasitzt und aufzeigt , wie der Macher Dinge besser gemacht haben könnte und wie er fällt und stolpert .",7,10,0.7
different,Psy,Affect,,,,,0,8,0.0
different,Psy,Judgement,"anders, verschieden","anders:1, verschieden:1",It was a little different than what you usually do .,"Es war ein wenig anders , als was du sonst tust .",2,8,0.25
different,Psy,Appreciation,"anders, Unterschied, unterschiedet, verschieden","anders:2, Unterschied:1, unterschiedet:1, verschieden:1","But in China , where I spend a lot of time , the conversation is totally different .","Aber in China , wo ich eine Menge Zeit verbracht habe , ist die Diskussion total anders .",6,8,0.75
easier,Psy,Affect,einfacher,einfacher:3,It gets easier to hurt people because you do not feel what 's inside them .,"Es wird einfacher , Menschen zu verletzen weil man nicht fühlt was in ihnen vorgeht .",4,7,0.5714
easier,Psy,Judgement,"leichter, ruhiger","leichter:1, ruhiger:1",They breathe easier .,Sie atmen ruhiger .,2,7,0.2857
easier,Psy,Appreciation,leichter,leichter:1,""" Nothing is easier than to denounce the evildoer ; nothing more difficult than understanding him , "" Dostoyevsky .",""" Nicht ist leichter , als einen Übeltäter zu brandmarken , nichts ist schwerer , als ihn zu verstehen "" , sagt Dostojewsky .",1,7,0.1429
good,Psy,Affect,gut,gut:1,"And all of us can do this and with a little practice , we can get really good at it , like driving .","Jeder von uns kann das machen und mit etwas Übung werden wir richtig gut darin , wie bei dem Autofahren .",1,12,0.0833
good,Psy,Judgement,gut,gut:4,"So they 're very , very good at pecking for grain , and they 're not much good at doing anything else .","Sie sind sehr , sehr gut darin , Körner zu picken , und in nichts anderem besonders gut .",4,12,0.3333
good,Psy,Appreciation,"gut, positive","gut:6, positive:1","Other creatures , like the crows , are n't very good at doing anything in particular , but they 're extremely good at learning about laws of different environments .","Andere Lebewesen , wie die Krähen , können nichts besonders gut , sind aber extrem gut darin , die Gesetze der verschiedenen Umgebungen zu erlernen .",7,12,0.5833
happier,Psy,Affect,glücklicher,glücklicher:1,"We invest in more emotionally important parts of life , and life gets better , so we 're happier day - to - day .","Wir investieren mehr in emotional wichtige Bereiche des Lebens und das Leben wird dadurch besser , wodurch wir von Tag zu Tag glücklicher werden .",2,7,0.2857
happier,Psy,Judgement,"glücklicher, zufriedener","glücklicher:1, zufriedener:1","They 're happier than middle - aged people , and younger people , certainly .","Sie sind glücklicher als Menschen mittleren Alters , und mit Sicherheit glücklicher als jüngere .",2,7,0.2857
happier,Psy,Appreciation,"glücklicher, glücklich","glücklicher:2, glücklich:1","I am a health psychologist , and my mission is to help people be happier and healthier .","Als Gesundheitspsychologin ist es meine Mission , anderen zu helfen , glücklich und gesund zu sein .",3,7,0.4286
happy,Psy,Affect,,,,,0,11,0.0
happy,Psy,Judgement,"glücklich, unzufriedener, zufrieden","glücklich:1, unzufriedener:1, zufrieden:1","I think part of the reason , a big part of the reason , is that when our minds wander , we often think about unpleasant things , and they are enormously less happy when they do that , our worries , our anxieties , our regrets , and yet even when people are thinking about something neutral , they 're still considerably less happy than when they 're not mind - wandering at all .","Ein Grund – ein wichtiger Grund – ist , dass wir oft an unangenehme Dinge denken . Und dabei ist man sehr viel weniger glücklich . Wir denken an Sorgen , Ängste oder Dinge , die wir bereuen . Aber selbst wenn wir an etwas Neutrales denken , sind wir trotzdem bedeutend weniger zufrieden , als wenn wir konzentriert sind .",3,11,0.2727
happy,Psy,Appreciation,"glücklich, unzufriedener, Zufriedenheit, unglücklicher","glücklich:4, unzufriedener:2, Zufriedenheit:1, unglücklicher:1","Now I do n't know about you , but I find this to be a really empowering and inspiring message , and the fact that it 's backed up by decades of research makes me also happy as a scientist .","Was denken Sie ? Ich empfinde diese Nachricht bestärkend und inspirierend und dass es durch jahrzehntelange Studien belegt ist , macht mich als Forscherin glücklich .",8,11,0.7273
important,Psy,Affect,bedeutsame,bedeutsame:1,"In my talk today , I 've told you a little bit about mind - wandering , a variable that I think turns out to be fairly important in the equation for happiness .","Ich habe Ihnen heute etwas über das Mind - Wandering erzählt , eine in meinen Augen bedeutsame Variable in der Glücks - Gleichung .",1,8,0.125
important,Psy,Judgement,,,,,0,8,0.0
important,Psy,Appreciation,"wichtig, bedeutsame, dringend, wichtige","wichtig:4, bedeutsame:1, dringend:1, wichtige:1",So they 're bad at getting rid of all the interesting things that could tell them something and just looking at the thing that 's important .,"Sie sind also schlecht darin , sich von all den interessanten Dingen zu lösen , die ihnen etwas erzählen könnten , und sich nur auf das wichtige fokussieren .",7,8,0.875
interested,Psy,Affect,"interessiert, Interesse","interessiert:4, Interesse:1",And we were really interested in who 's more likely to offer help to another person : someone who 's rich or someone who 's poor .,"Wir haben uns vor allem dafür interessiert , wer einer anderen Person an dem ehesten Hilfe anbietet : eine arme Person oder eine reiche ?",5,6,0.8333
interested,Psy,Judgement,Interesse,Interesse:1,"It 's just that when I do n't know what it is you want from me , like the kind of help you 're hoping that can I provide , I 'm not interested .","Aber wenn ich nicht weiß , was jemand von mir will , etwa welche Art Hilfe er sich erhofft , dann habe ich kein Interesse .",1,6,0.1667
interested,Psy,Appreciation,,,,,0,6,0.0
interesting,Psy,Affect,,,,,0,6,0.0
interesting,Psy,Judgement,interessant,interessant:1,We might spend time with people we do n't even like because it 's somehow interesting .,"Wir verbringen Zeit mit Menschen , die wir nicht einmal leiden können , weil es irgendwie interessant ist .",1,6,0.1667
